tree_id,block_id,created_at,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,sidewalk,problems,trunk_wire,brch_shoe,address,borough
190420,106099,2015-08-30,13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,8 COLUMBUS AVENUE,Manhattan
190154,300780,2015-08-30,10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,WiresRopeTrunkLightsBranchLights,Yes,No,30-010 BROADWAY,Queens
191273,105425,2015-08-31,8,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,Damage,BranchOther,No,No,139 EAST 23 STREET,Manhattan
178435,309063,2015-08-26,22,0,OnCurb,Alive,Fair,Ginkgo biloba,ginkgo,Damage,StonesWiresRopeBranchLights,Yes,No,74-023 87 AVENUE,Queens
180307,338338,2015-08-27,3,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,None,No,No,164 BEACH 97 STREET,Queens
179475,223106,2015-08-27,16,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,469 7 STREET,Brooklyn
189401,223528,2015-08-30,20,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,Damage,RootOther,No,No,22 8 AVENUE,Brooklyn
176850,105341,2015-08-26,7,0,OnCurb,Alive,Fair,Ginkgo biloba,ginkgo,Damage,Stones,No,No,335 2 AVENUE,Manhattan
191197,310448,2015-08-31,4,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,None,No,No,108 81 AVENUE,Queens
183942,504242,2015-08-29,3,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,2095 ANTHONY AVENUE,Bronx
178779,229016,2015-08-26,7,0,OnCurb,Alive,Poor,Ginkgo biloba,ginkgo,Damage,None,No,No,403 AVENUE C,Brooklyn
189593,223272,2015-08-30,20,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,Damage,StonesRootOther,No,No,23 FISKE PLACE,Brooklyn
200590,306674,2015-09-03,19,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,None,No,No,69-046 183 STREET,Queens
200604,311557,2015-09-03,13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,BranchLights,No,No,131-010 MAPLE AVENUE,Queens
180266,106095,2015-08-27,7,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,43 WEST 61 STREET,Manhattan
206337,224360,2015-09-06,17,0,OnCurb,Alive,Good,Tilia americana,American linden,Damage,Stones,No,No,233 KANE STREET,Brooklyn
206338,224360,2015-09-06,15,0,OnCurb,Alive,Good,Tilia americana,American linden,Damage,Stones,No,No,239 KANE STREET,Brooklyn
190393,107488,2015-08-30,4,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,StonesBranchLightsBranchOther,No,No,209 EAST 72 STREET,Manhattan
201558,102919,2015-09-04,10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,Stones,No,No,77 STANTON STREET,Manhattan
205787,106342,2015-09-06,10,0,OnCurb,Alive,Fair,Ginkgo biloba,ginkgo,NoDamage,None,No,No,262 WEST 73 STREET,Manhattan
205970,301269,2015-09-06,6,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,None,No,No,22-012 75 STREET,Queens
179537,323451,2015-08-27,13,0,OnCurb,Alive,Fair,Acer rubrum,red maple,Damage,Stones,No,No,195-028 37 AVENUE,Queens
196492,210467,2015-09-02,37,0,OffsetFromCurb,Alive,Good,Quercus palustris,pin oak,NoDamage,None,No,No,2072 STUART STREET,Brooklyn
179476,223106,2015-08-27,9,0,OnCurb,Alive,Good,Quercus palustris,pin oak,NoDamage,Stones,No,No,469 7 STREET,Brooklyn
189590,223272,2015-08-30,24,0,OnCurb,Alive,Fair,Ginkgo biloba,ginkgo,Damage,StonesRootOther,No,No,19 FISKE PLACE,Brooklyn
191351,347976,2015-08-31,3,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,BranchLights,No,No,89-021 69 ROAD,Queens
208767,107164,2015-09-08,11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,RootOther,No,No,317 EAST 64 STREET,Manhattan
205734,111960,2015-09-06,10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,Stones,No,No,2 RIVERSIDE DRIVE,Manhattan
201486,338001,2015-09-04,13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,231 BEACH 131 STREET,Queens
203326,340820,2015-09-04,10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,35-056 79 STREET,Queens
179994,216037,2015-08-27,14,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,179 ECKFORD STREET,Brooklyn
208322,222858,2015-09-07,10,0,OnCurb,Dead,,,,,,No,No,1691 DEKALB AVENUE,Brooklyn
178583,308594,2015-08-26,14,0,OnCurb,Alive,Good,Tilia americana,American linden,Damage,StonesRootOtherBranchLights,No,No,88-001 74 PLACE,Queens
187232,218941,2015-08-29,17,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,Damage,Stones,No,No,131 FT GREENE PLACE,Brooklyn
179887,216215,2015-08-27,5,0,OnCurb,Alive,Good,Tilia americana,American linden,NoDamage,None,No,No,204 CALYER STREET,Brooklyn
200381,408850,2015-09-03,3,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,2086 RICHMOND AVENUE,Staten Island
198290,313012,2015-09-02,7,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,None,No,No,140-040 31 DRIVE,Queens
190087,301004,2015-08-30,8,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,StonesWiresRopeBranchLights,Yes,No,25-010 BROADWAY,Queens
190421,106099,2015-08-30,14,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,8 COLUMBUS AVENUE,Manhattan
181446,208032,2015-08-28,24,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,Damage,Stones,No,No,160 IRWIN STREET,Brooklyn
199062,107043,2015-09-03,4,0,OnCurb,Alive,Good,Malus,crab apple,NoDamage,None,No,No,1880 BROADWAY,Manhattan
200398,408850,2015-09-03,3,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,None,No,No,2043 RICHMOND AVENUE,Staten Island
179942,215925,2015-08-27,8,0,OnCurb,Alive,Good,Tilia americana,American linden,NoDamage,None,No,No,280 DRIGGS AVENUE,Brooklyn
189351,223210,2015-08-30,4,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,494 1 STREET,Brooklyn
209058,415850,2015-09-08,6,0,OnCurb,Dead,,,,,,No,No,295 ROMA AVENUE,Staten Island
196020,506702,2015-09-01,2,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,None,No,No,2728 WEBB AVENUE,Bronx
205829,213861,2015-09-06,20,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,Stones,No,No,1119 EAST 54 STREET,Brooklyn
208820,107238,2015-09-08,13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,333 EAST 66 STREET,Manhattan
178606,105607,2015-08-26,7,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,137 EAST 36 STREET,Manhattan
200673,229928,2015-09-03,30,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,NoDamage,StonesBranchLights,No,No,1032 EAST 16 STREET,Brooklyn
186501,505606,2015-08-29,16,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,2438 HOFFMAN STREET,Bronx
197897,210476,2015-09-02,2,0,OnCurb,Alive,Good,Tilia americana,American linden,Damage,WiresRope,Yes,No,810 AVENUE P,Brooklyn
199051,107043,2015-09-03,4,0,OnCurb,Alive,Good,Malus,crab apple,NoDamage,None,No,No,1870 BROADWAY,Manhattan
200406,408850,2015-09-03,4,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,None,No,No,2024 RICHMOND AVENUE,Staten Island
189459,219493,2015-08-30,4,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,WiresRope,Yes,No,71 WAVERLY AVENUE,Brooklyn
189460,219493,2015-08-30,4,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,77 WAVERLY AVENUE,Brooklyn
189709,223525,2015-08-30,13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,BranchOther,No,No,209 LINCOLN PLACE,Brooklyn
208761,107164,2015-09-08,14,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,RootOther,No,No,327 EAST 64 STREET,Manhattan
190395,107488,2015-08-30,9,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,BranchOther,No,No,203 EAST 72 STREET,Manhattan
187234,218941,2015-08-29,18,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,Damage,Stones,No,No,125 FT GREENE PLACE,Brooklyn
205785,106342,2015-09-06,10,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,None,No,No,268 WEST 73 STREET,Manhattan
201410,102977,2015-09-04,3,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,None,No,No,212 FORSYTH STREET,Manhattan
208760,107164,2015-09-08,17,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,RootOther,No,No,340 EAST 64 STREET,Manhattan
208763,107164,2015-09-08,14,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,RootOther,No,No,327 EAST 64 STREET,Manhattan
189626,223423,2015-08-30,11,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,Damage,None,No,No,75 7 AVENUE,Brooklyn
190394,107488,2015-08-30,11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,BranchOther,No,No,203 EAST 72 STREET,Manhattan
200471,104861,2015-09-03,4,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,MetalGrates,No,No,115 WEST 46 STREET,Manhattan
179834,102993,2015-08-27,19,0,OffsetFromCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,None,No,No,190 FORSYTH STREET,Manhattan
180251,106093,2015-08-27,11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,None,No,No,31 WEST 60 STREET,Manhattan
209063,415850,2015-09-08,11,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,286 ROMA AVENUE,Staten Island
201590,338263,2015-09-04,2,0,OffsetFromCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,2-008 BEACH 108 STREET,Queens
187054,106107,2015-08-29,9,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,MetalGratesBranchOther,No,No,1880 BROADWAY,Manhattan
201811,338314,2015-09-04,2,0,OffsetFromCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,104-008 ROCKAWAY BEACH BOULEVARD,Queens
208863,219320,2015-09-08,4,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,RootOther,No,No,275 CLASSON AVENUE,Brooklyn
203597,301947,2015-09-04,0,15,OnCurb,Stump,,,,,,No,No,22-063 37 STREET,Queens
195995,104413,2015-09-01,3,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,StonesBranchOther,No,No,3 EAST 29 STREET,Manhattan
190386,107488,2015-08-30,10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,RootOtherTrunkOtherBranchOther,No,No,239 EAST 72 STREET,Manhattan
208819,107238,2015-09-08,12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,333 EAST 66 STREET,Manhattan
200697,215932,2015-09-03,10,0,OnCurb,Alive,Good,Tilia americana,American linden,NoDamage,None,No,No,246 DRIGGS AVENUE,Brooklyn
189599,223168,2015-08-30,3,0,OnCurb,Alive,Good,Tilia americana,American linden,NoDamage,None,No,No,44 PROSPECT PARK WEST,Brooklyn
187229,104671,2015-08-29,4,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,RootOtherTrunkOtherBranchOther,No,No,301 MADISON AVENUE,Manhattan
192892,210568,2015-08-31,8,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,BranchLights,No,No,3792 BEDFORD AVENUE,Brooklyn
206381,105376,2015-09-06,10,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,RootOther,No,No,400 2 AVENUE,Manhattan
187061,106107,2015-08-29,6,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,MetalGratesTrunkOther,No,No,25 CENTRAL PARK WEST,Manhattan
189365,223743,2015-08-30,8,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,None,No,No,200 STERLING PLACE,Brooklyn
161340,230864,2015-08-20,14,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,1600 CHURCH AVENUE,Brooklyn
204224,217797,2015-09-05,13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,Stones,No,No,296 POWERS STREET,Brooklyn
190435,106099,2015-08-30,11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,132 WEST 60 STREET,Manhattan
193092,225564,2015-08-31,12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,None,No,No,367 PROSPECT AVENUE,Brooklyn
209331,222706,2015-09-08,12,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,1488 GREENE AVENUE,Brooklyn
200439,102449,2015-09-03,6,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,Damage,StonesTrunkOther,No,No,8 HENRY STREET,Manhattan
180252,106093,2015-08-27,8,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,Damage,None,No,No,31 WEST 60 STREET,Manhattan
180434,229835,2015-08-27,6,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,Damage,None,No,No,1600 AVENUE L,Brooklyn
209045,225648,2015-09-08,6,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,639 4 AVENUE,Brooklyn
201593,338263,2015-09-04,2,0,OffsetFromCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,2-008 BEACH 108 STREET,Queens
193069,210437,2015-08-31,13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,StonesBranchLights,No,No,2724 QUENTIN ROAD,Brooklyn
189243,223527,2015-08-30,13,0,OnCurb,Alive,Good,Tilia americana,American linden,Damage,StonesRootOtherTrunkOther,No,No,214 ST JOHNS PLACE,Brooklyn
180516,344567,2015-08-27,9,0,OnCurb,Alive,Poor,Ginkgo biloba,ginkgo,Damage,None,No,No,62-015 MYRTLE AVENUE,Queens
208860,219320,2015-09-08,17,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,RootOtherTrunkOther,No,No,283 CLASSON AVENUE,Brooklyn
204033,106892,2015-09-05,7,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,2681 BROADWAY,Manhattan
208410,345647,2015-09-07,8,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,StonesTrunkOtherBranchLightsBranchOther,No,No,315 ONDERDONK AVENUE,Queens
210544,216081,2015-09-08,6,0,OnCurb,Dead,,,,,,No,No,111 DIAMOND STREET,Brooklyn
170023,100449,2015-08-24,2,0,OffsetFromCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,120 LIBERTY STREET,Manhattan
189583,219478,2015-08-30,4,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,None,No,No,68 VANDERBILT AVENUE,Brooklyn
189500,223361,2015-08-30,15,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,925 PRESIDENT STREET,Brooklyn
189902,223586,2015-08-30,12,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,Damage,None,No,No,23 7 AVENUE,Brooklyn
187294,109688,2015-08-29,9,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,StonesTrunkOtherBranchOther,No,No,110 ST NICHOLAS AVENUE,Manhattan
192893,210568,2015-08-31,10,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,BranchLights,No,No,2423 QUENTIN ROAD,Brooklyn
206382,105376,2015-09-06,11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,RootOther,No,No,400 2 AVENUE,Manhattan
189249,223527,2015-08-30,11,0,OnCurb,Alive,Good,Tilia americana,American linden,Damage,StonesTrunkOther,No,No,238 ST JOHNS PLACE,Brooklyn
189251,223527,2015-08-30,7,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,RootOther,No,No,242 ST JOHNS PLACE,Brooklyn
201817,338314,2015-09-04,2,0,OffsetFromCurb,Alive,Poor,Tilia americana,American linden,NoDamage,None,No,No,103-04 ROCKAWAY BEACH BOULEVARD,Queens
201819,338314,2015-09-04,2,0,OffsetFromCurb,Alive,Poor,Tilia americana,American linden,NoDamage,None,No,No,102-20 ROCKAWAY BEACH BOULEVARD,Queens
204025,218365,2015-09-05,3,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,390 MORGAN AVENUE,Brooklyn
193395,340964,2015-09-01,10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,34-041 78 STREET,Queens
210541,216081,2015-09-08,14,0,OnCurb,Alive,Good,Tilia americana,American linden,Damage,None,No,No,93 DIAMOND STREET,Brooklyn
184749,505305,2015-08-29,3,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,NoDamage,None,No,No,546 EAST 181 STREET,Bronx
185678,504449,2015-08-29,2,0,OnCurb,Alive,Good,Ulmus americana,American elm,NoDamage,None,No,No,70 EAST 183 STREET,Bronx
182059,303510,2015-08-28,22,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,Damage,Stones,No,No,37-011 47 AVENUE,Queens
182170,228523,2015-08-28,27,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,NoDamage,Stones,No,No,5414 11 AVENUE,Brooklyn
188609,107627,2015-08-30,9,0,OnCurb,Dead,,,,,,No,No,413 EAST 79 STREET,Manhattan
161371,339703,2015-08-20,25,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,Damage,StonesBranchLights,No,No,32-024 ANCHOR DRIVE,Queens
195488,413493,2015-09-01,10,0,OnCurb,Alive,Fair,Acer ginnala,Amur maple,Damage,RootOtherBranchLights,No,No,973 ARMSTRONG AVENUE,Staten Island
184924,504108,2015-08-29,3,0,OnCurb,Alive,Poor,Ulmus americana,American elm,NoDamage,RootOther,No,No,1936 ANTHONY AVENUE,Bronx
192294,327484,2015-08-31,37,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,Damage,None,No,No,117-024 201 PLACE,Queens
188761,302394,2015-08-30,17,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,NoDamage,None,No,No,20-056 20 STREET,Queens
189940,302377,2015-08-30,13,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,NoDamage,None,No,No,20-044 24 STREET,Queens
163875,208277,2015-08-21,14,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,NoDamage,None,No,No,2847 KNAPP STREET,Brooklyn
171588,408752,2015-08-24,25,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,Damage,BranchLights,No,No,109 ROMAN AVENUE,Staten Island
181473,106550,2015-08-28,12,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,NoDamage,None,No,No,61 WEST 88 STREET,Manhattan
179494,349428,2015-08-27,8,0,OnCurb,Alive,Fair,Ulmus americana,American elm,Damage,None,No,No,110-022 COLONIAL AVENUE,Queens
179651,349433,2015-08-27,17,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,NoDamage,None,No,No,110-022 COLONIAL AVENUE,Queens
188661,312637,2015-08-30,5,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,NoDamage,None,No,No,33-082 170 STREET,Queens
188386,302321,2015-08-30,18,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,Damage,None,No,No,20-070 27 STREET,Queens
192037,203632,2015-08-31,29,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,NoDamage,None,No,No,230 90 STREET,Brooklyn
190115,106491,2015-08-30,17,0,OnCurb,Alive,Good,Quercus phellos,willow oak,Damage,None,No,No,40 WEST 86 STREET,Manhattan
119244,331240,2015-08-04,18,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,Damage,None,No,No,227-003 145 AVENUE,Queens
121659,409102,2015-08-05,9,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,NoDamage,None,No,No,86 BOLIVAR STREET,Staten Island
143237,406298,2015-08-13,16,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,NoDamage,Stones,No,No,302 HAMDEN AVENUE,Staten Island
132105,228993,2015-08-09,39,0,OnCurb,Alive,Fair,Acer saccharinum,silver maple,Damage,None,No,No,401 EAST 3 STREET,Brooklyn
118769,102847,2015-08-04,5,0,OnCurb,Alive,Fair,Corylus colurna,Turkish hazelnut,NoDamage,None,No,No,131 NORFOLK STREET,Manhattan
151575,348457,2015-08-16,25,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,NoDamage,Stones,No,No,86-001 66 AVENUE,Queens
143026,337054,2015-08-13,32,0,OnCurb,Alive,Fair,Acer saccharinum,silver maple,NoDamage,None,No,No,219-008 138 ROAD,Queens
165029,322269,2015-08-22,35,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,Damage,Stones,No,No,207-015 36 AVENUE,Queens
157920,323297,2015-08-18,3,0,OnCurb,Alive,Good,Prunus serotina,black cherry,NoDamage,None,No,No,222-021 KENILWORTH DRIVE,Queens
131562,349372,2015-08-09,24,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,Damage,RootOther,No,No,102-039 63 AVENUE,Queens
153022,305766,2015-08-17,19,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,Damage,StonesTrunkOther,No,No,181-018 KILDARE ROAD,Queens
162964,406867,2015-08-20,16,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,Damage,StonesRootOtherBranchLights,No,No,91 MC VEIGH AVENUE,Staten Island
159649,315041,2015-08-19,6,0,OnCurb,Alive,Good,Juniperus virginiana,eastern redcedar,NoDamage,StonesBranchLights,No,No,125-007 14 AVENUE,Queens
164329,312996,2015-08-21,39,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,NoDamage,None,No,No,156-001 33 AVENUE,Queens
176111,230587,2015-08-26,3,0,OnCurb,Alive,Good,Juniperus virginiana,eastern redcedar,NoDamage,None,No,No,529 EAST 22 STREET,Brooklyn
178894,222330,2015-08-26,4,0,OnCurb,Alive,Good,Prunus serotina,black cherry,NoDamage,TrunkOtherBranchLights,No,No,816 WYCKOFF AVENUE,Brooklyn
162178,227513,2015-08-20,20,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,Damage,Stones,No,No,909 AVENUE O,Brooklyn
73302,340949,2015-07-16,8,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,NoDamage,Stones,No,No,34-015 73 STREET,Queens
191083,310430,2015-08-31,6,0,OnCurb,Alive,Good,Acer saccharinum,silver maple,NoDamage,None,No,No,107 81 AVENUE,Queens
163225,349332,2015-08-20,17,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,StonesBranchLights,No,No,62-027 99 STREET,Queens
184448,505559,2015-08-29,8,0,OffsetFromCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,StonesBranchLights,No,No,469 EAST 184 STREET,Bronx
203468,348382,2015-09-04,15,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,NoDamage,None,No,No,100-007 70 AVENUE,Queens
183939,504242,2015-08-29,3,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,Damage,BranchLights,No,No,2090 ANTHONY AVENUE,Bronx
183941,504242,2015-08-29,4,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,Damage,Stones,No,No,2100 ANTHONY AVENUE,Bronx
191268,105425,2015-08-31,9,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,None,No,No,157 EAST 23 STREET,Manhattan
201655,224121,2015-09-04,5,0,OnCurb,Alive,Good,Tilia americana,American linden,NoDamage,None,No,No,293 COLUMBIA STREET,Brooklyn
189587,223272,2015-08-30,31,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,Damage,StonesRootOther,No,No,9 FISKE PLACE,Brooklyn
180306,338338,2015-08-27,3,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,NoDamage,None,No,No,162 BEACH 97 STREET,Queens
198018,105722,2015-09-02,8,0,OnCurb,Alive,Poor,Ginkgo biloba,ginkgo,Damage,None,No,No,207 EAST 41 STREET,Manhattan
198020,105722,2015-09-02,6,0,OnCurb,Alive,Poor,Ginkgo biloba,ginkgo,Damage,None,No,No,655 3 AVENUE,Manhattan
164685,505190,2015-08-21,4,0,OnCurb,Alive,Fair,Acer platanoides,Norway maple,NoDamage,TrunkOtherBranchOther,No,No,2007 LA FONTAINE AVENUE,Bronx
